Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date,Location
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,9143313131,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,4994,0.28,0.02,0.55,,07/01/2013,06/30/2015,
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,9143313131,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,429,0.06,0.06,0.06,,07/01/2013,06/30/2015,
330004,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,9143313131,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,1.02,0.67,1.36,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,813,3.8,2.9,5.0,,04/01/2012,03/31/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Worse than the National Rate,5528,8.28,6.43,10.13,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,645,15.26,9.78,20.73,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,589,2.56,0.55,4.57,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,18244,1.86,1.33,2.40,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Pressure sores,PSI_3_ULCER,Worse than the National Rate,5301,1.25,0.67,1.82,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,277,152.40,121.52,183.28,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,17327,0.27,0.05,0.49,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,11237,0.15,0.00,0.35,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,3142,0.06,0.06,0.06,,07/01/2013,06/30/2015,
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Serious complications,PSI_90_SAFETY,Worse than the National Rate,Not Available,1.26,1.07,1.44,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,35,2.7,1.5,4.6,,04/01/2012,03/31/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,326,5.56,1.09,10.04,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,33,9.79,1.60,17.98,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,40,2.27,0.00,4.59,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,3159,0.94,0.00,2.16,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Pressure sores,PSI_3_ULCER,Worse than the National Rate,1365,7.20,6.17,8.24,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,3119,0.35,0.05,0.66,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,2316,0.12,0.00,0.40,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,200,0.06,0.06,0.06,,07/01/2013,06/30/2015,
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,1.29,0.88,1.71,,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,04/01/2012,03/31/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,59,4.94,0.00,10.07,,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,961,1.52,0.14,2.90,,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Pressure sores,PSI_3_ULCER,No Different than the National Rate,382,0.33,0.00,1.59,,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,916,0.39,0.07,0.71,,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,669,0.16,0.00,0.47,,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,37,0.06,0.06,0.06,,07/01/2013,06/30/2015,
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,5857862233,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.89,0.41,1.36,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,04/01/2012,03/31/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,437,7.30,3.11,11.50,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,41,9.59,1.49,17.69,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,51,2.82,0.51,5.12,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,4808,1.65,0.57,2.72,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Pressure sores,PSI_3_ULCER,No Different than the National Rate,1427,0.17,0.00,1.08,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,29,141.63,89.74,193.51,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,4591,0.42,0.13,0.71,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,2824,0.10,0.00,0.36,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,304,0.06,0.06,0.06,,07/01/2013,06/30/2015,
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,2125887000,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,1.05,0.67,1.42,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,469,2.9,2.0,4.3,,04/01/2012,03/31/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,1559,4.67,1.63,7.71,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,123,8.54,0.90,16.19,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,217,2.05,0.00,4.24,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Worse than the National Rate,7225,2.51,1.67,3.36,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Pressure sores,PSI_3_ULCER,No Different than the National Rate,2441,1.13,0.32,1.94,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,69,151.61,103.81,199.41,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,7048,0.56,0.27,0.84,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,4193,0.12,0.00,0.40,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,643,0.06,0.06,0.06,,07/01/2013,06/30/2015,
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,6077985111,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,1.17,0.88,1.47,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,500,3.1,2.2,4.5,,04/01/2012,03/31/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,6522,5.56,3.94,7.18,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,817,9.35,4.39,14.31,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,724,1.61,0.00,3.56,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,16967,1.42,0.95,1.89,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Pressure sores,PSI_3_ULCER,No Different than the National Rate,5244,0.07,0.00,0.65,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,256,153.56,123.31,183.81,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,15833,0.32,0.10,0.55,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,10199,0.25,0.05,0.44,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,4310,0.06,0.06,0.06,,07/01/2013,06/30/2015,
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,ALBANY,5182623000,Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,0.87,0.70,1.04,,07/01/2013,06/30/2015,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,04/01/2012,03/31/2015,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,710,7.10,3.17,11.02,,07/01/2013,06/30/2015,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2013,06/30/2015,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,84,2.22,0.00,4.51,,07/01/2013,06/30/2015,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,5605,0.89,0.00,1.85,,07/01/2013,06/30/2015,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Pressure sores,PSI_3_ULCER,No Different than the National Rate,2045,0.43,0.00,1.20,,07/01/2013,06/30/2015,
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,7182626000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,33,149.88,97.40,202.37,,07/01/2013,06/30/2015,
